train_acc,train_loss,val_acc,val_loss,curr_epoch
0.5301800000000001,1.6472012,0.7247468354430379,0.88741755,0
0.7554399999999999,0.7723077,0.7929746835443038,0.64518553,1
0.79513,0.63056785,0.8112658227848102,0.5718662,2
